entry_id,true_annotation_type,score,matched_iou,n_gt_in_image,matched_unique_base
3834_0_det2,freeform_bbox,0.3834,0.0000,1,
3834_0_det3,number_letter,0.3094,0.0000,1,
3838_0_det0,freeform_bbox,0.3094,0.0000,1,
3838_0_det1,freeform_bbox,0.3795,0.0000,1,
3838_0_det2,number_letter,0.3112,0.0000,1,
3838_0_det3,number_letter,0.2747,0.0000,1,
3838_1_det0,arrow,0.3077,0.0000,1,
3838_1_det1,number_letter,0.2799,0.1218,1,3838_1_5
3838_1_det2,arrow,0.3091,0.0000,1,
3838_1_det3,number_letter,0.2680,0.1026,1,3838_1_5
3838_1_det5,number_letter,0.2579,0.1130,1,3838_1_5
3838_3_det0,freeform_bbox,0.3331,0.0000,2,
3838_3_det1,number_letter,0.2734,0.0000,2,
3838_3_det2,number_letter,0.2631,0.0000,2,
3838_3_det3,number_letter,0.2603,0.0000,2,
3838_3_det4,number_letter,0.2520,0.0000,2,
3833_1_det0,number_letter,0.3123,0.0000,1,
3833_1_det1,number_letter,0.3280,0.0000,1,
3833_1_det2,number_letter,0.3295,0.0000,1,
3833_1_det3,number_letter,0.3359,0.0000,1,
3833_1_det4,number_letter,0.3250,0.0000,1,
3833_1_det5,number_letter,0.2986,0.0000,1,
3833_1_det6,number_letter,0.3053,0.0000,1,
3833_1_det7,number_letter,0.2958,0.0000,1,
3833_1_det8,arrow,0.3213,0.0000,1,
3833_1_det9,arrow,0.2627,0.0000,1,
3833_7_det0,number_letter,0.3104,0.0000,1,
3833_7_det1,number_letter,0.3227,0.0000,1,
3833_7_det2,number_letter,0.3233,0.0000,1,
3833_7_det3,number_letter,0.3290,0.0000,1,
3833_7_det4,number_letter,0.3267,0.0000,1,
3833_7_det5,number_letter,0.2977,0.0000,1,
3833_7_det6,number_letter,0.3052,0.0000,1,
3833_7_det7,number_letter,0.2961,0.0000,1,
3914_0_det0,arrow,0.3999,0.4930,2,3914_0_3
3914_0_det1,freeform_bbox,0.3184,0.0000,2,
3914_0_det2,arrow,0.2515,0.4303,2,3914_0_3
3914_1_det0,number_letter,0.3177,0.0000,1,
3914_1_det1,arrow,0.3204,0.6133,1,3914_1_5
3914_1_det2,freeform_bbox,0.3115,0.0000,1,
3914_1_det3,number_letter,0.3106,0.0000,1,
3926_0_det0,number_letter,0.3946,0.0676,1,3926_0_1
3926_0_det1,number_letter,0.2898,0.0643,1,3926_0_1
3926_0_det2,number_letter,0.2575,0.0543,1,3926_0_1
3926_0_det3,arrow,0.3073,0.0000,1,
3926_0_det4,number_letter,0.2874,0.0646,1,3926_0_1
3933_0_det0,freeform_bbox,0.4693,0.0000,1,
3933_0_det1,number_letter,0.3127,0.0000,1,
3933_0_det2,number_letter,0.3086,0.0000,1,
3933_0_det3,number_letter,0.2650,0.0000,1,
3933_0_det4,number_letter,0.3465,0.0000,1,
3933_0_det5,number_letter,0.2594,0.0000,1,
3933_0_det6,number_letter,0.2983,0.0000,1,
3933_0_det7,number_letter,0.2550,0.0000,1,
3941_0_det0,freeform_bbox,0.3948,0.1252,1,3941_0_1
3941_0_det1,arrow,0.3356,0.0000,1,
3940_0_det0,arrow,0.3973,0.0000,1,
3940_0_det1,arrow,0.3046,0.0000,1,
3940_0_det2,freeform_bbox,0.3151,0.0000,1,
3940_0_det3,number_letter,0.2812,0.0000,1,
3940_2_det0,arrow,0.3681,0.4168,1,3940_2_9
3940_2_det1,number_letter,0.3077,0.0000,1,
3940_2_det2,arrow,0.2949,0.5910,1,3940_2_9
3940_2_det3,number_letter,0.2954,0.0000,1,
3940_2_det4,arrow,0.2684,0.2689,1,3940_2_9
3940_3_det0,number_letter,0.3486,0.0000,1,
3940_3_det1,freeform_bbox,0.4142,0.0000,1,
3940_3_det2,number_letter,0.2701,0.0000,1,
4010_2_det0,number_letter,0.4886,0.0000,1,
4010_2_det1,arrow,0.4530,0.0000,1,
4010_2_det2,freeform_bbox,0.3476,0.0000,1,
4010_2_det3,freeform_bbox,0.3040,0.0000,1,
4010_2_det4,number_letter,0.2775,0.0000,1,
4010_2_det5,number_letter,0.2679,0.0000,1,
4059_1_det0,arrow,0.2931,0.0000,1,
4059_1_det1,number_letter,0.2554,0.0000,1,
4059_1_det3,number_letter,0.3058,0.0000,1,
4059_1_det4,number_letter,0.2852,0.0000,1,
4059_1_det5,number_letter,0.3183,0.0000,1,
4059_1_det6,number_letter,0.2592,0.0000,1,
4059_1_det7,number_letter,0.2640,0.0000,1,
4059_1_det8,arrow,0.2614,0.0000,1,
4059_3_det0,arrow,0.2996,0.0000,1,
4059_3_det2,number_letter,0.3214,0.0000,1,
4059_3_det3,number_letter,0.3088,0.0000,1,
4059_3_det4,number_letter,0.2887,0.0000,1,
4059_3_det5,number_letter,0.2875,0.0000,1,
4059_3_det6,number_letter,0.2740,0.0000,1,
4059_3_det7,number_letter,0.2840,0.0000,1,
4059_3_det8,arrow,0.2675,0.0000,1,
4059_3_det9,number_letter,0.2588,0.0000,1,
4073_0_det0,arrow,0.2819,0.0583,1,4073_0_3
4073_2_det2,arrow,0.2533,0.0000,1,
4099_0_det0,arrow,0.4739,0.4899,1,4099_0_1
4099_0_det1,arrow,0.2546,0.4398,1,4099_0_1
4099_0_det2,number_letter,0.2831,0.0000,1,
4108_2_det0,arrow,0.4817,0.0000,1,
4108_2_det1,number_letter,0.3562,0.0000,1,
4108_2_det2,number_letter,0.3224,0.0000,1,
4108_2_det3,number_letter,0.2934,0.0000,1,
4108_2_det4,number_letter,0.3247,0.0000,1,
4108_2_det5,number_letter,0.2629,0.0000,1,
4108_2_det6,number_letter,0.2707,0.0000,1,
4108_2_det7,number_letter,0.2564,0.0000,1,
4108_2_det8,number_letter,0.2654,0.0000,1,
4120_1_det0,number_letter,0.3193,0.0000,1,
4120_1_det1,number_letter,0.3242,0.0000,1,
4120_1_det2,number_letter,0.3133,0.0000,1,
4120_1_det3,arrow,0.2724,0.5981,1,4120_1_5
4120_1_det4,number_letter,0.3326,0.0000,1,
4120_1_det5,number_letter,0.3280,0.0000,1,
4120_1_det6,number_letter,0.2752,0.0000,1,
4120_1_det7,number_letter,0.3325,0.0000,1,
4120_1_det8,number_letter,0.3434,0.0000,1,
4120_1_det9,arrow,0.2764,0.0000,1,
4106_3_det0,number_letter,0.3079,0.0000,1,
4106_3_det2,number_letter,0.2597,0.0000,1,
4106_3_det3,number_letter,0.2520,0.0000,1,
4106_3_det4,number_letter,0.2672,0.0000,1,
4106_3_det5,number_letter,0.2699,0.0000,1,
4106_3_det6,number_letter,0.2644,0.0000,1,
413_0_det0,arrow,0.5015,0.6738,1,413_0_0
413_0_det2,number_letter,0.2793,0.0000,1,
413_0_det4,number_letter,0.2632,0.0000,1,
4137_0_det0,number_letter,0.2886,0.0000,1,
4137_0_det1,number_letter,0.2935,0.0000,1,
4137_0_det2,number_letter,0.2540,0.0000,1,
4137_0_det3,number_letter,0.2699,0.0000,1,
4137_0_det4,arrow,0.3023,0.0000,1,
4137_0_det5,number_letter,0.2528,0.0000,1,
4137_1_det0,number_letter,0.2856,0.0000,1,
4137_1_det1,number_letter,0.2722,0.0000,1,
4137_1_det2,number_letter,0.2536,0.0000,1,
4137_1_det3,freeform_bbox,0.3475,0.0043,1,4137_1_8
4137_1_det4,arrow,0.2638,0.0000,1,
4160_0_det0,freeform_bbox,0.3245,0.1254,1,4160_0_0
4160_0_det1,arrow,0.2528,0.0000,1,
4164_0_det0,freeform_bbox,0.3374,0.0000,1,
4164_0_det1,arrow,0.3008,0.4678,1,4164_0_1
4152_2_det0,arrow,0.3248,0.0000,1,
4152_2_det1,number_letter,0.2992,0.3368,1,4152_2_2
4152_2_det2,arrow,0.2878,0.0000,1,
4152_2_det3,arrow,0.2580,0.0000,1,
4152_2_det4,number_letter,0.2651,0.2864,1,4152_2_2
4152_7_det0,arrow,0.3237,0.0000,1,
4152_7_det1,arrow,0.2776,0.0000,1,
4152_7_det2,number_letter,0.2904,0.0000,1,
4152_7_det3,arrow,0.2626,0.0000,1,
4132_1_det0,arrow,0.4501,0.6366,1,4132_1_2
4132_1_det2,arrow,0.2883,0.0000,1,
4132_3_det0,arrow,0.4318,0.0000,1,
4132_3_det1,number_letter,0.2513,0.0000,1,
4169_3_det0,arrow,0.3833,0.0000,1,
4169_3_det1,number_letter,0.2517,0.0000,1,
4169_3_det2,number_letter,0.2720,0.0000,1,
4169_3_det3,number_letter,0.2519,0.0000,1,
4169_3_det4,number_letter,0.2639,0.0000,1,
4169_3_det6,arrow,0.2585,0.0037,1,4169_3_6
4169_4_det0,number_letter,0.2525,0.0000,1,
4169_4_det1,arrow,0.2653,0.0000,1,
4169_4_det2,arrow,0.2551,0.0000,1,
4169_4_det3,number_letter,0.2530,0.0000,1,
4169_4_det4,number_letter,0.2914,0.0000,1,
4169_4_det5,arrow,0.2686,0.1304,1,4169_4_8
4169_4_det6,number_letter,0.2759,0.0000,1,
4169_4_det7,number_letter,0.2531,0.0000,1,
4169_4_det8,number_letter,0.2815,0.0000,1,
4169_4_det9,number_letter,0.2505,0.0000,1,
420_6_det0,number_letter,0.3148,0.0000,1,
420_6_det1,number_letter,0.3179,0.0000,1,
420_6_det2,arrow,0.3362,0.0000,1,
420_6_det4,arrow,0.3178,0.0000,1,
420_6_det5,number_letter,0.2603,0.0000,1,
420_6_det6,number_letter,0.3157,0.0000,1,
420_6_det7,number_letter,0.2585,0.0000,1,
420_6_det8,number_letter,0.2709,0.0000,1,
4219_0_det0,freeform_bbox,0.3533,0.0000,1,
4219_0_det1,arrow,0.2561,0.0000,1,
4219_0_det3,arrow,0.2535,0.0000,1,
4219_3_det0,freeform_bbox,0.3302,0.0000,1,
4219_3_det1,arrow,0.3186,0.0000,1,
4236_1_det0,number_letter,0.3196,0.0000,1,
4236_1_det1,number_letter,0.2895,0.0000,1,
4236_1_det2,arrow,0.3509,0.5327,1,4236_1_3
4236_1_det3,number_letter,0.2624,0.0000,1,
4236_1_det5,arrow,0.2694,0.5072,1,4236_1_3
4236_1_det6,number_letter,0.2641,0.0000,1,
4236_1_det7,number_letter,0.2677,0.0000,1,
4236_1_det8,number_letter,0.2743,0.0000,1,
4236_1_det9,number_letter,0.2925,0.0000,1,
4236_1_det10,number_letter,0.2530,0.0000,1,
4223_1_det0,arrow,0.3114,0.0000,1,
4223_1_det1,number_letter,0.2562,0.0000,1,
4245_1_det0,arrow,0.3735,0.0084,1,4245_1_1
4245_5_det0,arrow,0.3274,0.0000,1,
4243_5_det0,arrow,0.2539,0.0000,1,
4243_5_det1,number_letter,0.3358,0.0000,1,
4243_5_det2,arrow,0.3127,0.0000,1,
4243_5_det3,number_letter,0.2964,0.0000,1,
4243_5_det4,number_letter,0.2988,0.0000,1,
4243_5_det5,number_letter,0.2774,0.0000,1,
4243_5_det6,number_letter,0.2866,0.0000,1,
4243_5_det7,number_letter,0.2512,0.0000,1,
4243_6_det0,arrow,0.3305,0.1294,1,4243_6_19
4243_6_det1,number_letter,0.3767,0.0000,1,
4243_6_det2,number_letter,0.3389,0.0000,1,
4243_6_det3,number_letter,0.3288,0.0000,1,
4243_6_det4,number_letter,0.3050,0.0000,1,
4243_6_det5,number_letter,0.3157,0.0000,1,
4243_6_det6,number_letter,0.2747,0.0000,1,
4243_6_det7,arrow,0.2979,0.0530,1,4243_6_19
4261_0_det0,arrow,0.3210,0.0000,1,
4261_1_det0,arrow,0.3562,0.4343,1,4261_1_2
4261_1_det1,number_letter,0.2514,0.0000,1,
4261_1_det2,arrow,0.2558,0.0000,1,
4257_4_det0,number_letter,0.2547,0.0000,1,
4257_8_det0,number_letter,0.3386,0.0000,1,
4257_8_det1,number_letter,0.3230,0.0000,1,
4257_8_det2,number_letter,0.2598,0.0000,1,
4257_8_det3,arrow,0.3279,0.0000,1,
426_10_det0,arrow,0.2697,0.0000,1,
426_10_det1,arrow,0.2612,0.0000,1,
426_10_det2,arrow,0.2513,0.0000,1,
426_10_det3,arrow,0.2530,0.0000,1,
429_2_det0,number_letter,0.3029,0.0000,1,
429_2_det1,number_letter,0.2763,0.0000,1,
429_2_det2,number_letter,0.2806,0.0000,1,
429_4_det0,number_letter,0.2975,0.0000,1,
429_4_det1,arrow,0.2523,0.0000,1,
429_4_det2,number_letter,0.2561,0.0000,1,
429_4_det3,number_letter,0.2649,0.0000,1,
429_4_det4,number_letter,0.2786,0.0000,1,
4297_7_det0,number_letter,0.3813,0.3590,1,4297_7_14
4297_7_det1,number_letter,0.3005,0.0474,1,4297_7_14
4315_1_det0,number_letter,0.2824,0.0000,1,
4315_2_det0,arrow,0.4379,0.0000,1,
4315_2_det1,number_letter,0.3295,0.1152,1,4315_2_12
4315_2_det2,arrow,0.2992,0.0000,1,
4315_2_det3,number_letter,0.3004,0.0941,1,4315_2_12
4315_2_det4,number_letter,0.3021,0.0858,1,4315_2_12
4315_2_det5,number_letter,0.2996,0.0826,1,4315_2_12
4315_2_det6,number_letter,0.2818,0.0696,1,4315_2_12
4315_2_det7,number_letter,0.2766,0.0665,1,4315_2_12
4322_4_det0,number_letter,0.3462,0.0000,1,
4322_4_det1,number_letter,0.3543,0.0000,1,
4322_4_det2,number_letter,0.3185,0.0000,1,
4322_4_det3,freeform_bbox,0.3587,0.0000,1,
4322_4_det4,number_letter,0.2969,0.0000,1,
4322_4_det5,number_letter,0.3298,0.0000,1,
4322_4_det6,number_letter,0.3207,0.0000,1,
4322_4_det7,number_letter,0.3226,0.0000,1,
4322_4_det8,number_letter,0.3027,0.0000,1,
4322_4_det9,arrow,0.2689,0.0000,1,
4322_4_det11,arrow,0.3188,0.0000,1,
4365_0_det0,arrow,0.3835,0.7176,2,4365_0_1
4365_0_det1,number_letter,0.5715,0.3398,2,4365_0_0
4365_0_det2,number_letter,0.3315,0.3852,2,4365_0_0
4365_0_det3,arrow,0.3025,0.5700,2,4365_0_1
4370_0_det0,number_letter,0.2630,0.0280,1,4370_0_0
4366_2_det0,arrow,0.4417,0.0000,1,
4366_4_det0,number_letter,0.4277,0.4388,1,4366_4_9
4366_4_det1,number_letter,0.2847,0.1657,1,4366_4_9
4366_4_det2,number_letter,0.2808,0.4410,1,4366_4_9
4366_4_det3,arrow,0.3003,0.0278,1,4366_4_9
4366_5_det0,number_letter,0.4916,0.0000,1,
4366_5_det1,number_letter,0.2853,0.0000,1,
4366_5_det2,arrow,0.2765,0.0000,1,
4386_0_det0,arrow,0.4172,0.0000,1,
4386_0_det2,number_letter,0.3262,0.0000,1,
4386_0_det3,number_letter,0.2560,0.0000,1,
4386_0_det4,number_letter,0.2524,0.0000,1,
442_1_det1,arrow,0.2649,0.0000,1,
442_1_det2,freeform_bbox,0.3224,0.0000,1,
4440_0_det0,freeform_bbox,0.3966,0.0000,1,
4440_0_det1,arrow,0.3983,0.0000,1,
4440_0_det2,arrow,0.2589,0.0000,1,
4440_0_det3,number_letter,0.2798,0.0000,1,
4468_0_det0,freeform_bbox,0.3120,0.0121,1,4468_0_1
4468_0_det1,arrow,0.3021,0.0000,1,
4468_0_det2,arrow,0.2534,0.0000,1,
4468_2_det0,arrow,0.3992,0.0000,1,
4468_2_det1,arrow,0.2537,0.0000,1,
4468_2_det2,number_letter,0.2723,0.2683,1,4468_2_11
452_1_det1,arrow,0.3120,0.0000,1,
452_1_det2,arrow,0.2845,0.0000,1,
452_1_det3,number_letter,0.2922,0.0390,1,452_1_3
452_1_det4,number_letter,0.2935,0.0397,1,452_1_3
452_1_det5,number_letter,0.2916,0.0390,1,452_1_3
452_1_det6,number_letter,0.2596,0.0396,1,452_1_3
452_1_det7,number_letter,0.2755,0.0395,1,452_1_3
452_1_det8,number_letter,0.2559,0.0390,1,452_1_3
452_9_det0,arrow,0.2547,0.0000,1,
452_9_det1,arrow,0.2600,0.0000,1,
4528_2_det0,arrow,0.4259,0.0000,1,
4528_2_det3,number_letter,0.2733,0.0000,1,
4539_2_det0,number_letter,0.3489,0.0000,1,
4539_2_det1,arrow,0.2830,0.0005,1,4539_2_5
4539_2_det2,number_letter,0.2672,0.0000,1,
4539_2_det3,number_letter,0.3003,0.0000,1,
4539_2_det4,number_letter,0.3158,0.0000,1,
4539_2_det5,number_letter,0.2748,0.0000,1,
4539_2_det6,arrow,0.2546,0.0000,1,
4539_2_det7,number_letter,0.2543,0.0000,1,
4554_0_det0,number_letter,0.2869,0.0000,1,
4554_0_det1,number_letter,0.2978,0.0000,1,
4554_0_det3,number_letter,0.2763,0.0000,1,
4554_0_det4,arrow,0.2782,0.0000,1,
4547_0_det0,number_letter,0.2543,0.2853,1,4547_0_0
4547_0_det1,number_letter,0.2854,0.0000,1,
4547_4_det0,arrow,0.3645,0.3969,1,4547_4_9
4547_4_det2,number_letter,0.3333,0.0000,1,
4538_2_det0,number_letter,0.2840,0.0000,1,
4538_2_det1,number_letter,0.2506,0.0000,1,
4538_2_det2,arrow,0.2646,0.0000,1,
4538_2_det3,number_letter,0.2659,0.0000,1,
4538_2_det5,arrow,0.2940,0.0000,1,
4538_7_det0,number_letter,0.2720,0.0000,1,
4538_7_det1,number_letter,0.2911,0.0000,1,
4538_7_det2,number_letter,0.2892,0.0000,1,
4538_7_det3,number_letter,0.2508,0.0000,1,
4538_7_det4,arrow,0.2818,0.0000,1,
4541_5_det0,arrow,0.3198,0.0000,1,
4541_9_det0,arrow,0.3164,0.0000,1,
4541_16_det0,freeform_bbox,0.3049,0.0352,1,4541_16_16
4541_16_det1,arrow,0.3023,0.0277,1,4541_16_16
4541_16_det2,number_letter,0.2615,0.0227,1,4541_16_16
4541_16_det3,number_letter,0.2592,0.0227,1,4541_16_16
4562_0_det0,number_letter,0.4845,0.0000,1,
4562_0_det1,arrow,0.2883,0.0000,1,
4562_0_det3,number_letter,0.2955,0.0000,1,
4562_0_det4,arrow,0.2534,0.0000,1,
4562_0_det5,arrow,0.2501,0.0000,1,
4594_0_det0,arrow,0.4779,0.0000,1,
4594_0_det1,freeform_bbox,0.4000,0.0274,1,4594_0_0
4612_1_det0,freeform_bbox,0.4025,0.0986,1,4612_1_1
4612_1_det1,number_letter,0.2705,0.0711,1,4612_1_1
4612_1_det2,number_letter,0.2514,0.0723,1,4612_1_1
4612_1_det4,number_letter,0.2511,0.0739,1,4612_1_1
4612_1_det5,number_letter,0.2517,0.0713,1,4612_1_1
4612_1_det6,number_letter,0.2592,0.0730,1,4612_1_1
4612_1_det7,number_letter,0.2634,0.0714,1,4612_1_1
4612_1_det8,number_letter,0.2549,0.0733,1,4612_1_1
4612_2_det0,number_letter,0.4190,0.3842,1,4612_2_2
4612_2_det1,number_letter,0.2899,0.3826,1,4612_2_2
4612_2_det2,arrow,0.2973,0.3452,1,4612_2_2
4604_1_det0,arrow,0.3126,0.5125,1,4604_1_4
4604_1_det1,freeform_bbox,0.3092,0.0000,1,
4604_1_det2,arrow,0.3323,0.0000,1,
4604_1_det3,arrow,0.2514,0.0000,1,
4604_1_det4,number_letter,0.2837,0.0000,1,
4604_1_det5,number_letter,0.2752,0.0000,1,
4621_0_det0,freeform_bbox,0.4081,0.0000,1,
4621_0_det1,arrow,0.4057,0.0839,1,4621_0_0
4621_0_det2,number_letter,0.3127,0.0000,1,
4621_0_det3,number_letter,0.2604,0.0000,1,
4621_0_det4,number_letter,0.2641,0.0000,1,
4621_0_det5,arrow,0.2565,0.0258,1,4621_0_0
4599_3_det0,freeform_bbox,0.3808,0.0019,1,4599_3_3
4599_12_det0,arrow,0.3696,0.0000,1,
4599_12_det1,number_letter,0.4324,0.5180,1,4599_12_12
4599_12_det2,number_letter,0.2687,0.5766,1,4599_12_12
4599_12_det3,number_letter,0.2593,0.5787,1,4599_12_12
4599_12_det4,number_letter,0.2523,0.5147,1,4599_12_12
4599_17_det0,arrow,0.4658,0.5022,1,4599_17_17
4599_17_det1,number_letter,0.2699,0.0000,1,
4591_4_det0,arrow,0.3695,0.0000,1,
4591_4_det1,number_letter,0.3273,0.3735,1,4591_4_17
4591_4_det2,arrow,0.2736,0.0000,1,
4591_4_det3,arrow,0.2640,0.0000,1,
4630_3_det0,number_letter,0.4607,0.3939,1,4630_3_10
4630_3_det1,arrow,0.3198,0.0000,1,
4630_3_det2,number_letter,0.3228,0.4077,1,4630_3_10
4630_3_det3,arrow,0.3176,0.0000,1,
4630_4_det0,freeform_bbox,0.3757,0.0053,1,4630_4_13
4666_1_det0,arrow,0.5540,0.6513,1,4666_1_3
4666_1_det1,number_letter,0.2831,0.0000,1,
4666_1_det2,number_letter,0.2711,0.0000,1,
4677_0_det0,arrow,0.4671,0.6431,1,4677_0_1
4677_0_det1,number_letter,0.3924,0.0000,1,
4677_0_det2,number_letter,0.2803,0.0000,1,
4677_0_det3,number_letter,0.2750,0.0000,1,
4677_0_det5,arrow,0.2724,0.6091,1,4677_0_1
4685_2_det0,freeform_bbox,0.3743,0.0000,1,
4685_2_det1,arrow,0.2968,0.0000,1,
4685_2_det2,arrow,0.2858,0.0000,1,
4685_3_det0,freeform_bbox,0.3705,0.0000,1,
4685_3_det1,arrow,0.2993,0.0000,1,
4685_3_det2,arrow,0.2924,0.0000,1,
467_6_det0,arrow,0.2726,0.0000,1,
467_7_det0,arrow,0.2644,0.0000,1,
4714_0_det0,arrow,0.3363,0.0000,1,
4714_0_det1,number_letter,0.2759,0.0000,1,
4714_0_det2,number_letter,0.2722,0.0000,1,
4718_2_det0,arrow,0.4636,0.0000,1,
4718_2_det1,number_letter,0.2955,0.0000,1,
4718_2_det2,number_letter,0.2780,0.0000,1,
4718_2_det3,number_letter,0.2850,0.0000,1,
4718_2_det4,number_letter,0.2628,0.0000,1,
4718_2_det5,number_letter,0.2620,0.0000,1,
4718_2_det6,number_letter,0.2823,0.0000,1,
4719_0_det0,arrow,0.4275,0.0000,1,
4719_1_det0,number_letter,0.3191,0.0000,1,
4734_11_det0,arrow,0.4722,0.6574,1,4734_11_11
4734_11_det1,number_letter,0.3087,0.0000,1,
4734_11_det2,number_letter,0.3323,0.0000,1,
4734_11_det3,freeform_bbox,0.3057,0.0000,1,
4734_11_det4,number_letter,0.2848,0.0000,1,
4768_0_det0,arrow,0.4790,0.7032,1,4768_0_0
4768_0_det1,number_letter,0.3095,0.0000,1,
4768_0_det3,freeform_bbox,0.3314,0.0000,1,
4768_0_det4,number_letter,0.2949,0.0000,1,
4768_0_det5,number_letter,0.2530,0.0000,1,
4790_0_det0,freeform_bbox,0.4415,0.0233,1,4790_0_1
4790_0_det1,arrow,0.3997,0.0000,1,
4790_0_det2,number_letter,0.2517,0.0198,1,4790_0_1
4864_0_det0,freeform_bbox,0.3494,0.0000,2,
4864_0_det1,number_letter,0.3306,0.0000,2,
4864_0_det2,number_letter,0.3375,0.0000,2,
4864_0_det3,number_letter,0.2585,0.0000,2,
4913_1_det0,freeform_bbox,0.4627,0.0000,1,
4913_1_det1,number_letter,0.3381,0.0000,1,
4913_1_det2,number_letter,0.3161,0.0000,1,
4913_1_det3,number_letter,0.2525,0.0000,1,
4913_1_det4,number_letter,0.2794,0.0000,1,
4913_1_det5,arrow,0.2648,0.0000,1,
4913_1_det6,number_letter,0.2538,0.0000,1,
4921_0_det0,freeform_bbox,0.3220,0.0000,1,
4921_0_det1,number_letter,0.3376,0.0000,1,
4921_0_det2,number_letter,0.2544,0.0000,1,
4897_2_det0,number_letter,0.2627,0.0000,1,
4897_2_det1,number_letter,0.2920,0.0000,1,
4897_2_det2,number_letter,0.2568,0.0000,1,
4897_2_det4,arrow,0.2632,0.0000,1,
4897_6_det0,number_letter,0.2669,0.0000,1,
4897_6_det1,freeform_bbox,0.3846,0.0807,1,4897_6_20
493_0_det0,arrow,0.4482,0.0000,1,
4919_1_det0,number_letter,0.2924,0.4963,1,4919_1_2
4919_1_det2,number_letter,0.2610,0.4067,1,4919_1_2
4919_1_det3,arrow,0.2885,0.0000,1,
4887_12_det0,freeform_bbox,0.4144,0.1229,1,4887_12_12
4887_12_det1,arrow,0.3314,0.0000,1,
4887_12_det2,number_letter,0.2716,0.0000,1,
4887_12_det3,number_letter,0.2770,0.0000,1,
4887_12_det4,arrow,0.2724,0.0000,1,
4887_12_det5,number_letter,0.2698,0.0000,1,
4887_12_det6,number_letter,0.2619,0.0000,1,
4887_12_det7,number_letter,0.2762,0.0000,1,
4887_17_det0,arrow,0.5061,0.5124,1,4887_17_17
4887_17_det1,number_letter,0.2823,0.0000,1,
4887_17_det2,number_letter,0.2656,0.0000,1,
4887_17_det3,number_letter,0.2645,0.0000,1,
4887_17_det4,number_letter,0.2697,0.0000,1,
4887_17_det5,number_letter,0.2696,0.0000,1,
4930_1_det0,arrow,0.3964,0.0000,2,
4930_1_det1,number_letter,0.3102,0.0000,2,
4930_1_det2,arrow,0.2655,0.0000,2,
4930_1_det3,number_letter,0.2830,0.0000,2,
4930_1_det4,number_letter,0.2955,0.0000,2,
4930_2_det0,number_letter,0.3153,0.0000,1,
4930_2_det1,freeform_bbox,0.3375,0.0010,1,4930_2_12
4930_2_det2,arrow,0.2955,0.0000,1,
4924_2_det0,number_letter,0.2768,0.0000,1,
4924_2_det1,number_letter,0.2610,0.0000,1,
4924_3_det0,arrow,0.4001,0.7054,1,4924_3_11
4924_3_det1,number_letter,0.2597,0.0000,1,
4924_3_det2,number_letter,0.2518,0.0000,1,
4924_3_det3,arrow,0.2510,0.6706,1,4924_3_11
4951_0_det0,arrow,0.4987,0.0000,1,
4951_0_det1,freeform_bbox,0.3669,0.0000,1,
4951_0_det2,number_letter,0.2834,0.0000,1,
4951_1_det0,number_letter,0.3090,0.2417,1,4951_1_7
4951_1_det1,number_letter,0.3189,0.0000,1,
4951_2_det0,arrow,0.4442,0.0000,1,
4951_2_det2,number_letter,0.3435,0.0000,1,
4951_2_det4,arrow,0.2805,0.0000,1,
4906_21_det0,arrow,0.3170,0.0000,1,
4906_21_det1,number_letter,0.2502,0.0000,1,
4906_21_det2,number_letter,0.2658,0.0000,1,
4906_21_det3,number_letter,0.2677,0.0000,1,
4906_21_det4,number_letter,0.2676,0.0000,1,
4906_21_det5,number_letter,0.2515,0.0000,1,
4906_21_det6,number_letter,0.2501,0.0000,1,
4906_21_det7,number_letter,0.2554,0.0000,1,
4906_21_det8,number_letter,0.2597,0.0000,1,
4971_2_det0,number_letter,0.4282,0.0000,1,
4971_2_det1,freeform_bbox,0.3263,0.0000,1,
4971_2_det2,number_letter,0.2656,0.4017,1,4971_2_6
4971_2_det4,number_letter,0.2916,0.0000,1,
4950_4_det0,number_letter,0.4180,0.0000,1,
4950_4_det1,arrow,0.3608,0.7692,1,4950_4_9
4950_4_det2,number_letter,0.2981,0.0000,1,
4950_5_det0,freeform_bbox,0.4360,0.0000,1,
4950_5_det1,number_letter,0.4062,0.0000,1,
4950_5_det2,number_letter,0.2550,0.0000,1,
4950_5_det3,number_letter,0.2808,0.0000,1,
4950_8_det0,number_letter,0.3979,0.0000,1,
4950_8_det1,number_letter,0.2542,0.0000,1,
4950_8_det2,number_letter,0.2850,0.0000,1,
4950_9_det0,number_letter,0.3427,0.0000,1,
4950_9_det2,number_letter,0.2573,0.0000,1,
4950_10_det0,number_letter,0.4194,0.0000,1,
4950_10_det1,arrow,0.4795,0.0000,1,
4950_10_det3,number_letter,0.2695,0.0000,1,
4950_10_det4,number_letter,0.2676,0.0000,1,
4988_3_det0,arrow,0.4399,0.0000,1,
4988_3_det1,arrow,0.2864,0.0000,1,
4988_3_det2,number_letter,0.2736,0.0000,1,
4988_3_det3,number_letter,0.2740,0.0000,1,
4988_3_det4,number_letter,0.2507,0.0000,1,
4988_3_det5,number_letter,0.2607,0.0000,1,
4988_4_det0,number_letter,0.2708,0.0000,1,
4988_4_det1,number_letter,0.2702,0.0000,1,
4988_4_det2,number_letter,0.2534,0.0000,1,
4988_4_det3,number_letter,0.2587,0.0000,1,
